Address,Date,Price
"20 CROFTWELL SQUARE, RATHCOOLE, DUBLIN, D24 P79T
Croftwell Square
Rathcoole
Dublin
D24",07-Oct-24,"€ 490,000"
"23 PAKENHAM HOUSE, SPENCER DOCK, DUBLIN 1, D01 EP21
Pakenham House
Spencer Dock
Dublin
D01",07-Oct-24,"€ 403,000"
"23 The Courtyard, Kilmartin Grove, Hollystown
The Courtyard
Kilmartin Grove
Hollystown
Dublin",07-Oct-24,"€ 475,000"
"25 FOXBOROUGH AVE, LUCAN, DUBLIN, K78 ET38
Foxborough Avenue
Lucan
Dublin
K78",07-Oct-24,"€ 440,000"
"26 ILEX HOUSE, MESPIL HOUSE FLATS, SUSSEX RD DUBLIN 4, D04 KD00
Ilex House
Dublin
D04",07-Oct-24,"€ 350,000"
"28 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN RD DUBLIN 24, D24 FN32
Hunters Lane
Hunters Wood
Dublin
D24",07-Oct-24,"€ 495,000"
"28 KILMAINHAM BANK, EMMET RD, DUBLIN 8, D08 FY66
Kilmainham Bank
Emmet Road
Dublin
D08",07-Oct-24,"€ 329,500"
"28 LANESBOROUGH DR, ST MARGARETS, FINGLAS, D11 H940
Lanesborough Drive
Street Margarets
Finglas
Dublin
D11",07-Oct-24,"€ 390,000"
"3 CORBALLY CLOSE, WESTBROOK LAWNS, SAGGART, D24 HHT5
Corbally Close
Westbrook Lawns
Saggart
Dublin
D24",07-Oct-24,"€ 355,000"
"3 MOY ELTA RD, EAST WALL, DUBLIN 3, D03 PP90
Moy Elta Road
East Wall
Dublin
D03",07-Oct-24,"€ 300,750"
"34 LEIX RD, CABRA, DUBLIN 7, D07 YN27
Leix Road
Cabra
Dublin
D07",07-Oct-24,"€ 433,000"
"34 SKELLIGS COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15, D15 R650
Skelligs Court
Waterville
Dublin
D15",07-Oct-24,"€ 422,500"
"37 GLEANN RIBH, LUSK, DUBLIN, K45 EP51
Gleann Ribh
Lusk
Dublin
K45",07-Oct-24,"€ 250,000"
"37 MEADOW PARK AVE, CHURCHTOWN, DUBLIN 14, D14 C840
Meadow Park Avenue
Churchtown
Dublin
D14",07-Oct-24,"€ 595,000"
"39 CHARLEMONT RD, CLONTARF, DUBLIN 3, D03 F593
Charlemont Road
Clontarf
Dublin
D03",07-Oct-24,"€ 792,500"
"41 OFFALY RD, CABRA, DUBLIN 7, D07 VK16
Offaly Road
Cabra
Dublin
D07",07-Oct-24,"€ 295,000"
"48 MERCHAMP, SEAFIELD RD WEST, DUBLIN 3, D03 VK26
Merchamp
Seafield Road West
Dublin
D03",07-Oct-24,"€ 312,000"
"48 Ormond Avenue, Rush, County Dublin
Ormond Avenue
Rush
Dublin",07-Oct-24,"€ 429,999"
"49 MOUNT DRINAN AVE, KINSEALY DOWNS, KINSEALY, K67 KP98
Mount Drinan Avenue
Kinsealy Downs
Kinsealy
Dublin
K67",07-Oct-24,"€ 520,000"
"49 Ormond Avenue, Rush
Ormond Avenue
Rush
Dublin",07-Oct-24,"€ 485,000"
"5 Parkleigh Way, Seven Mills, Clonburris
Parkleigh Way
Seven Mills
Clonburris
Dublin",07-Oct-24,"€ 455,000"
"5 The Grove, Kilmartin Grove, Hollystown
The Grove
Kilmartin Grove
Hollystown
Dublin",07-Oct-24,"€ 460,000"
"51 PAIRC GLEANN TRASNA, AYLESBURY, TALLAGHT, D24 R9N3
Pairc Gleann Trasna
Aylesbury
Tallaght
Dublin
D24",07-Oct-24,"€ 475,000"
"52 SHREWSBURY, BALLSBRIDGE, DUBLIN 4, D04 K8X9
Shrewsbury
Ballsbridge
Dublin
D04",07-Oct-24,"€ 1,062,500"
"6 MERCER GREEN, MERCER VALE, CHERRYWOOD, D18 W27T
Mercer Green
Mercer Vale
Cherrywood
Dublin
D18",07-Oct-24,"€ 803,000"
"6 RUSHBROOK PARK, TEMPLEOGUE, DUBLIN 6W, D6W TW21
Rushbrook Park
Templeogue
Dublin
D6W",07-Oct-24,"€ 525,000"
"6 WALTHAM, CLONFADDA WOOD, MOUNT MERRION AVE, A94 X361
Waltham
Clonfadda Wood
Mount Merrion Avenue
Dublin
A94",07-Oct-24,"€ 660,000"
"60 ORMOND CRESCENT, SWORDS MANOR, SWORDS, K67 X7D5
Ormond Crescent
Swords Manor
Swords
Dublin
K67",07-Oct-24,"€ 427,500"
"66 GREENVILLE PLACE, BLACKPITTS, DUBLIN 8, D08 E6RV
Greenville Place
Blackpitts
Dublin
D08",07-Oct-24,"€ 285,000"
"66 HEATHERVIEW DR, AYLESBURY, TALLAGHT, D24 EP1D
Heatherview Drive
Aylesbury
Tallaght
Dublin
D24",07-Oct-24,"€ 410,000"
"684 SOUTH CIRCULAR RD, KILMAINHAM, DUBLIN 8, D08 HX7D
South Circular Road
Kilmainham
Dublin
D08",07-Oct-24,"€ 682,000"
"69 GLASTHULE RD, DUN LAOGHAIRE, DUBLIN, A96 AY07
Glasthule Road
Dun Laoghaire
Dublin
A96",07-Oct-24,"€ 400,000"
"7 Clay Farm Court, Clay Farm, Leopardstown
Clay Farm Court
Clay Farm
Leopardstown
Dublin",07-Oct-24,"€ 735,000"
"7 Parkleigh Way, Seven Mills, Clonburris
Parkleigh Way
Seven Mills
Clonburris
Dublin",07-Oct-24,"€ 469,999"
"72 SHANAGARRY, MILLTOWN, DUBLIN, D06 YY22
Shanagarry
Milltown
Dublin
D06",07-Oct-24,"€ 468,500"
"75 HOLYWELL, UPPER KILMACUD RD, KILMACUD, D14 K5N2
Holywell
Upper Kilmacud Road
Kilmacud
Dublin
D14",07-Oct-24,"€ 747,500"
"78 AUGHRIM ST, DUBLIN 7, DUBLIN, D07 V634
Aughrim Street
Dublin
D07",07-Oct-24,"€ 220,000"
"8 INGLENOOK WOOD, GLENAMUCK ROAD, CARRICKMINES, D18 NRK7
Inglenook Wood
Glenamuck Road
Carrickmines
Dublin
D18",07-Oct-24,"€ 950,000"
"8 LIMEKILN MANOR, LIMEKILN ROAD, WALKINSTOWN, D12 W5XK
Limekiln Manor
Limekiln Road
Walkinstown
Dublin
D12",07-Oct-24,"€ 820,000"
"8 MAGENTA CRESCENT, SANTRY, DUBLIN 9, D09 Y759
Magenta Crescent
Santry
Dublin
D09",07-Oct-24,"€ 600,000"
"84 RATHDOWN PARK, TERENURE, DUBLIN, D6W FD99
Rathdown Park
Terenure
Dublin
D6W",07-Oct-24,"€ 2,135,000"
"9 HAWTHORN WALK, BIRD AVENUE, CLONSKEAGH, D14 N2E1
Hawthorn Walk
Bird Avenue
Clonskeagh
Dublin
D14",07-Oct-24,"€ 610,000"
"9 THORMANBY HILL, THORMANBY ROAD, HOWTH, D13 E4E6
Thormanby Hill
Thormanby Road
Howth
Dublin
D13",07-Oct-24,"€ 1,887,500"
"95 BUTTERFIELD AVE, RATHFARNHAM, DUBLIN 14, D14 Y8K1
Butterfield Avenue
Rathfarnham
Dublin
D14",07-Oct-24,"€ 316,666"
"APT 201, CUBES 1, BEACON SOUTH QUARTER, D18 Y3X0
Beacon South Quarter
Dublin
D18",07-Oct-24,"€ 454,000"
"APT 6, 70 TO 72 PEMBROKE RD, DUBLIN 4, D04 HD21
Pembroke Road
Dublin
D04",07-Oct-24,"€ 530,000"
"APT 9, 38 HADDINGTON RD, DUBLIN 4, D04 DY20
Haddington Road
Dublin
D04",07-Oct-24,"€ 900,000"
"Block A 1-8 & Units 1-8, Kilternan Close, Enniskerry Road
& Kilternan Close
Enniskerry Road
Dublin",07-Oct-24,"€ 8,328,063"
"1 MOUNT ANDREW DALE, LUCAN, DUBLIN, K78 EV10
Mount Andrew Dale
Lucan
Dublin
K78",04-Oct-24,"€ 730,000"
"1 OCURRY RD, SOUTH CIRCULAR RD, DUBLIN 8, D08 A0F2
Ocurry Road
South Circular Road
Dublin
D08",04-Oct-24,"€ 630,000"
"1 TAOBH NA COILLE, OLD KNOCKLYON RD, KNOCKLYON, D16 V9V2
Taobh Na Coille
Old Knocklyon Road
Knocklyon
Dublin
D16",04-Oct-24,"€ 650,000"
"10 SHAMROCK PARK, OLDTOWN, DUBLIN, A45 XV02
Shamrock Park
Oldtown
Dublin
A45",04-Oct-24,"€ 412,500"
"102 BRIARFIELD RD, KILBARRACK, DUBLIN, D05 DA22
Briarfield Road
Kilbarrack
Dublin
D05",04-Oct-24,"€ 320,000"
"106 BRANDON RD, DRIMNAGH, DUBLIN CITY, D12 V620
Brandon Road
Drimnagh
Dublin
D12",04-Oct-24,"€ 350,000"
"110 THE EDGES 2, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18, D18 C578
The Edgesbeacon South Quarter
Dublin
D18",04-Oct-24,"€ 511,000"
"12 CLEARWATER COVE, CROFTON RD, DUN LAOGHAIRE, A96 VX27
Clearwater Cove
Crofton Road
Dun Laoghaire
Dublin
A96",04-Oct-24,"€ 525,000"
"12 WILLOW GLEN, GLENAMUCK ROAD, CARRICKMINES, D18 V2TF
Willow Glen
Glenamuck Road
Carrickmines
Dublin
D18",04-Oct-24,"€ 750,000"
"120 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3, D03 YE81
Mount Prospect Avenue
Clontarf
Dublin
D03",04-Oct-24,"€ 915,000"
"13 TEMPLEROAN DRIVE, TEMPLEOGUE, DUBLIN 16, D16 X2W8
Templeroan Drive
Templeogue
Dublin
D16",04-Oct-24,"€ 757,000"
"14 Ballygossan Way, Ballygossan Hill, Golf Links Road
Ballygossan Way
Ballygossan Hill
Golf Links Road
Dublin",04-Oct-24,"€ 525,000"
"142 KIMMAGE RD LOWER, MOUNT ARGUS, DUBLIN 6W, D6W XR02
Kimmage Road Lower
Mount Argus
Dublin
D6W",04-Oct-24,"€ 910,000"
"144 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22, D22 WY86
Mill Park
Old Nangor Road
Dublin
D22",04-Oct-24,"€ 400,000"
"156 WHITEHALL RD WEST, DUBLIN 12, DUBLIN, D12 W529
Whitehall Road West
Dublin
D12",04-Oct-24,"€ 683,000"
"16 Aderrig Lane, Adamstown, Lucan
Aderrig Lane
Adamstown
Lucan
Dublin",04-Oct-24,"€ 455,000"
"16 RIVERSIDE AVE, CLONSHAUGH, DUBLIN 17, D17 NC82
Riverside Avenue
Clonshaugh
Dublin
D17",04-Oct-24,"€ 418,000"
"17 Parkleigh View, Seven Mills, Clonburris
Parkleigh View
Seven Mills
Clonburris
Dublin",04-Oct-24,"€ 450,000"
"17 PARKLEIGH WAY, SEVEN MILLS, CLONBURRIS
Parkleigh Way
Seven Mills
Clonburris
Dublin",04-Oct-24,"€ 455,000"
"170 Glenamuck Manor, Glenamuck Road, Carrickmines
Glenamuck Manor
Glenamuck Road
Carrickmines
Dublin",04-Oct-24,"€ 820,000"
"18 Aderrig Lane, Adamstown, Lucan
Aderrig Lane
Adamstown
Lucan
Dublin",04-Oct-24,"€ 455,000"
"18 KNOCKMORE PARK, KNOCKMORE, TALLAGHT, D24 K7C9
Knockmore Park
Knockmore
Tallaght
Dublin
D24",04-Oct-24,"€ 280,000"
"18 ORCHARD COURT, BLANCHARDSTOWN, DUBLIN 15, D15 YVC0
Orchard Court
Blanchardstown
Dublin
D15",04-Oct-24,"€ 542,000"
"181, BUTTERCUP PARK, DARNDALE DUBLIN 17, D17 YT92
Buttercup Park
Dublin
D17",04-Oct-24,"€ 100,000"
"2 HALLIDAY SQ, DUBLIN 7, DUBLIN, D07 C4E4
Halliday Square
Dublin
D07",04-Oct-24,"€ 551,000"
"2 KINGSLAND PARK CHURCH, ST KEVINS ROAD, PORTOBELLO, D08 HP84
Kingsland Park Church
Street Kevins Road
Portobello
Dublin
D08",04-Oct-24,"€ 825,000"
"2 KNIGHTSGATE CRESCENT, RUSH, CO. DUBLIN, K56 YX70
Knightsgate Crescent
Rush
Dublin
K56",04-Oct-24,"€ 479,000"
"2 MELROSE COURT, FAIRVIEW, DUBLIN 3, D03 P0E0
Melrose Court
Fairview
Dublin
D03",04-Oct-24,"€ 500,000"
"20 The Courtyard, Kilmartin Grove, Hollystown
The Courtyard
Kilmartin Grove
Hollystown
Dublin",04-Oct-24,"€ 480,000"
"202 SHANLISS RD, SANTRY, DUBLIN 9, D09 T9W4
Shanliss Road
Santry
Dublin
D09",04-Oct-24,"€ 462,589"
"21 Ballygossan Way, Ballygossan Hill, Golf Links Road
Ballygossan Way
Ballygossan Hill
Golf Links Road
Dublin",04-Oct-24,"€ 500,000"
"211 PREMIER SQ, FINGLAS RD, GLASNEVIN DUBLIN 11, D11 XV34
Premier Square
Finglas Road
Dublin
D11",04-Oct-24,"€ 333,000"
"22 AVONMORE, FOXROCK, DUBLIN 18, D18 K1W2
Avonmore
Foxrock
Dublin
D18",04-Oct-24,"€ 1,800,000"
"23 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4, D04 Y6P1
Pembroke Cottages
Donnybrook
Dublin
D04",04-Oct-24,"€ 765,000"
"24 CRANNAGH PARK, RATHFARNHAM, DUBLIN 14, D14 V208
Crannagh Park
Rathfarnham
Dublin
D14",04-Oct-24,"€ 1,255,000"
"25 O CURRY RD, THE TENTERS, DUBLIN 8, D08 X9X7
Curry Road
The Tenters
Dublin
D08",04-Oct-24,"€ 587,000"
"26 JAMESTOWN RD, INCHICORE, DUBLIN 8, D08 XW6A
Jamestown Road
Inchicore
Dublin
D08",04-Oct-24,"€ 461,000"
"26 PARK TERRACE NORTH, BELTREE PARK, CLONGRIFFIN, D13 F58F
Park Terrace North
Beltree Park
Clongriffin
Dublin
D13",04-Oct-24,"€ 525,000"
"27 CLANMOYLE ROAD, DONNYCARNEY, DUBLIN 5, D05 E977
Clanmoyle Road
Donnycarney
Dublin
D05",04-Oct-24,"€ 480,000"
"28 CLOIGINN PARK, BALLYFERMOT, DUBLIN 10, D10 V213
Cloiginn Park
Ballyfermot
Dublin
D10",04-Oct-24,"€ 277,000"
"28 MYRTLE HOUSE, LONGFIELD RD, THE COAST BALDOYLE, D13 CF58
Myrtle House
Longfield Road
The Coast Baldoyle
Dublin
D13",04-Oct-24,"€ 282,000"
"29 COMERAGH RD, DRIMNAGH, DUBLIN 12, D12 N70H
Comeragh Road
Drimnagh
Dublin
D12",04-Oct-24,"€ 455,000"
"3 Ballygossan WAy, Ballygossan Hill, Golf Links Road
Ballygossan WAy
Ballygossan Hill
Golf Links Road
Dublin",04-Oct-24,"€ 500,000"
"3 WOODLAWN PARK, LR MOUNTTOWN RD, DUN LAOGHAIRE, A96 X3Y4
Woodlawn Park
Lr Mounttown Road
Dun Laoghaire
Dublin
A96",04-Oct-24,"€ 550,000"
"30 SHANDON PARK, PHIBSBORO, DUBLIN 7, D07 HXH0
Shandon Park
Phibsboro
Dublin
D07",04-Oct-24,"€ 875,000"
"303 GRACE PARK HEIGHTS, DRUMCONDRA, DUBLIN 9, D09 HY36
Grace Park Heights
Drumcondra
Dublin
D09",04-Oct-24,"€ 565,000"
"32 THE CRESCENT, MILLBROOK LAWNS, TALLAGHT DUBLIN 24, D24 VKW3
The Crescent
Millbrook Lawns
Dublin
D24",04-Oct-24,"€ 483,000"
"33 Pairc Gordon, Old Naas Road, Kingswood
Pairc Gordon
Old Naas Road
Kingswood
Dublin",04-Oct-24,"€ 490,000"
"34 SOUTHDENE, MONKSTOWN VALLEY, MONKSTOWN, A94 C2V1
Southdene
Monkstown Valley
Monkstown
Dublin
A94",04-Oct-24,"€ 680,000"
"38 COLLEGE GATE, CASTLEKNOCK, DUBLIN 15, D15 F88E
College Gate
Castleknock
Dublin
D15",04-Oct-24,"€ 455,000"
"38 FRASCATI HALL, SWEETMANS AVE, BLACKROCK, A94 EY95
Frascati Hall
Sweetmans Avenue
Blackrock
Dublin
A94",04-Oct-24,"€ 427,000"
"38 PINEBROOK VALE, CLONSILLA, DUBLIN 15, D15 K83X
Pinebrook Vale
Clonsilla
Dublin
D15",04-Oct-24,"€ 356,000"
"38 The Courtyard, Kilmartin Grove, Hollystown
The Courtyard
Kilmartin Grove
Hollystown
Dublin",04-Oct-24,"€ 475,000"
"39 BELLEVILLE, BLACKHORSE AVE, DUBLIN 7, D07 KT26
Belleville
Blackhorse Avenue
Dublin
D07",04-Oct-24,"€ 490,000"
"42 GEORGIAN HAMLET, BALDOYLE, DUBLIN 13, D13 R2R2
Georgian Hamlet
Baldoyle
Dublin
D13",04-Oct-24,"€ 463,000"
"44 PINEWOOD GREEN AVE, BALBRIGGAN, DUBLIN, K32 Y628
Pinewood Green Avenue
Balbriggan
Dublin
K32",04-Oct-24,"€ 335,000"
"45 LISSENFIELD, RATHMINES RD LOWER, DUBLIN 6, D06 V4R5
Lissenfield
Rathmines Road Lower
Dublin
D06",04-Oct-24,"€ 400,000"
"47 MOUNTAIN VIEW, CRINKEN GLEN, SHANKILL DUBLIN 18, D18 Y0H4
Mountain View
Crinken Glen
Dublin
D18",04-Oct-24,"€ 495,000"
"48 WATERSIDE DRIVE, WATERSIDE SWORDS ROAD, MALAHIDE, K36 CV97
Waterside Drive
Waterside Swords Road
Malahide
Dublin
K36",04-Oct-24,"€ 410,000"
"5 The Avenue, Kilmartin Grove, Hollystown
The Avenue
Kilmartin Grove
Hollystown
Dublin",04-Oct-24,"€ 495,000"
"50 PROSPECT, NAUL RD, BALBRIGGAN, K32 P704
Prospect
Naul Road
Balbriggan
Dublin
K32",04-Oct-24,"€ 120,000"
"51 WATSON RD, KILLINEY, DUBLIN, A96 RH21
Watson Road
Killiney
Dublin
A96",04-Oct-24,"€ 850,000"
"53 WALSH RD, DRUMCONDRA, DUBLIN 9, D09 N7Y0
Walsh Road
Drumcondra
Dublin
D09",04-Oct-24,"€ 484,000"
"58 Thornhill Oaks, Cherry Grath, Mount Merrion
Thornhill Oaks
Cherry Grath
Mount Merrion
Dublin",04-Oct-24,"€ 895,000"
"61 CRAIGFORD DR, KILLESTER, DUBLIN 5, D05 V1F7
Craigford Drive
Killester
Dublin
D05",04-Oct-24,"€ 573,000"
"62 THE OAKS PARKVIEW, STEPASIDE DUBLIN 18, DUBLIN, D18 V8AR
The Oaks Parkview
Dublin
D18",04-Oct-24,"€ 380,000"
"68 ABBEYFIELD, KILLESTER, DUBLIN 5, D05 TN92
Abbeyfield
Killester
Dublin
D05",04-Oct-24,"€ 760,000"
"68 WEST ROAD, EAST WALL, DUBLIN 3, D03 R7W6
West Road
East Wall
Dublin
D03",04-Oct-24,"€ 350,000"
"69 BALALLY PARK, DUNDRUM, DUBLIN 16, D16 WV12
Balally Park
Dundrum
Dublin
D16",04-Oct-24,"€ 670,000"
"7 GLASMORE PARK, SWORDS, DUBLIN, K67 VH32
Glasmore Park
Swords
Dublin
K67",04-Oct-24,"€ 340,000"
"7 GRIFFEEN GLEN CHASE, LUCAN, DUBLIN, K78 YR61
Griffeen Glen Chase
Lucan
Dublin
K78",04-Oct-24,"€ 470,000"
"70 HAZELBURY GREEN, CLONEE, DUBLIN 15, D15 C6P5
Hazelbury Green
Clonee
Dublin
D15",04-Oct-24,"€ 380,000"
"73 LITTLEPACE PARK, CLONEE, DUBLIN 15, D15 A5N8
Littlepace Park
Clonee
Dublin
D15",04-Oct-24,"€ 395,000"
"74 ORWELL GARDENS, RATHGAR, DUBLIN 14, D14 YK27
Orwell Gardens
Rathgar
Dublin
D14",04-Oct-24,"€ 665,000"
"77-79 The Boulevard, Kilmartin Grove, Hollystown
The Boulevard
Kilmartin Grove
Hollystown
Dublin",04-Oct-24,"€ 643,031"
"8-10 The Boulevard, Kilmartin Grove, Hollystown
The Boulevard
Kilmartin Grove
Hollystown
Dublin",04-Oct-24,"€ 643,031"
"8 GRACE PARK HEIGHTS, DRUMCONDRA, DUBLIN 9, D09 D755
Grace Park Heights
Drumcondra
Dublin
D09",04-Oct-24,"€ 540,000"
"81 BALLISK COURT, DONABATE, DUBLIN, K36 NP59
Ballisk Court
Donabate
Dublin
K36",04-Oct-24,"€ 450,000"
"86 LOHUNDA DOWNS, CLONSILLA, DUBLIN 15, D15 H2AN
Lohunda Downs
Clonsilla
Dublin
D15",04-Oct-24,"€ 372,000"
"9 Ballygossan Way, Ballygossan Hill Golf, Links Road
Ballygossan Way
Ballygossan Hill Golf
Links Road
Dublin",04-Oct-24,"€ 519,999"
"94 NEPHIN RD, NAVAN RD, DUBLIN 7, D07 K4N2
Nephin Road
Navan Road
Dublin
D07",04-Oct-24,"€ 690,000"
"98 MAPLEWOOD AVE, SPRINGFIELD, TALLAGHT DUBLIN 24, D24 E5X2
Maplewood Avenue
Springfield
Dublin
D24",04-Oct-24,"€ 315,000"
"APT 16 THE TANNERY, 50 CORK ST, DUBLIN 8
The Tannery
Cork Street
Dublin",04-Oct-24,"€ 260,000"
"APT 5 HOUSE 5, LINDEN COURT, GROVE AVENUE, A94 DW96
Linden Court
Grove Avenue
Dublin
A94",04-Oct-24,"€ 320,000"
"APT 7 HOUSE 1 LINDEN SQUARE, GROVE AVENUE, LINDEN SQ, A94 XY66
Linden Square
Grove Avenue
Dublin
A94",04-Oct-24,"€ 530,000"
"RESIDENCE NO 1, INTERCONTINENTAL DUBLIN, BALLSBRIDGE
Ballsbridge
Dublin",04-Oct-24,"€ 1,000,000"
"RETREAT, ORCHARD LANE, RANELAGH RD DUBLIN 6, D06 Y671
Retreat
Orchard Lane
Dublin
D06",04-Oct-24,"€ 595,000"
"VILLA THERESE, DUBLIN RD, THURLES, E41 K039
Villa Therese
Dublin Road
Thurles
Tipperary
E41",04-Oct-24,"€ 215,000"
"1 OAK APPLE GREEN, RATHGAR, DUBLIN 6, D06 V0H2
Oak Apple Green
Rathgar
Dublin
D06",03-Oct-24,"€ 662,000"
"101 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK, A94 W677
Rockford Manor
Stradbrook Road
Blackrock
Dublin
A94",03-Oct-24,"€ 380,000"
"109 FISHERMANS WHARF, YORK RD, RINGSEND DUBLIN 4, D04 CP02
Fishermans Wharf
York Road
Dublin
D04",03-Oct-24,"€ 295,000"
"11 KILTALOWN DRIVE, JOBSTOWN, TALLAGHT, D24 W2F6
Kiltalown Drive
Jobstown
Tallaght
Dublin
D24",03-Oct-24,"€ 263,000"
"11 Tandy'S Lane, Tandy'S Lane, Adamstown
Tandy's Lane
Adamstown
Dublin",03-Oct-24,"€ 690,001"
"11 WHITE PINE HEIGHTS, STOCKING AVENUE, RATHFARNHAM, D16 F1C6
White Pine Heights
Stocking Avenue
Rathfarnham
Dublin
D16",03-Oct-24,"€ 615,000"
"114 GRIFFITH AVE, DUBLIN 9, DUBLIN, D09 R9F7
Griffith Avenue
Dublin
D09",03-Oct-24,"€ 1,371,500"
"117 KYLEMORE DRIVE, BALLYFERMOT, DUBLIN 10, D10 YY09
Kylemore Drive
Ballyfermot
Dublin
D10",03-Oct-24,"€ 280,000"
"119 COOLEY RD, DRIMNAGH, DUBLIN 12, D12 K091
Cooley Road
Drimnagh
Dublin
D12",03-Oct-24,"€ 447,000"
"128 CASTLELAND COURT, BALBRIGGAN, DUBLIN, K32 VW01
Castleland Court
Balbriggan
Dublin
K32",03-Oct-24,"€ 210,000"
"129 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4, D04 DE00
Tritonville Road
Sandymount
Dublin
D04",03-Oct-24,"€ 1,700,000"
"13 CHERRY ORCHARD GROVE, BALLYFERMOT, DUBLIN 10, D10 YT97
Cherry Orchard Grove
Ballyfermot
Dublin
D10",03-Oct-24,"€ 303,000"
"13 Parklands Links, Parklands, Citywest
Parklands Links
Parklands
Citywest
Dublin",03-Oct-24,"€ 475,000"
"132 BALLYSHANNON RD, KILMORE, DUBLIN, D05 HN90
Ballyshannon Road
Kilmore
Dublin
D05",03-Oct-24,"€ 378,000"
"133 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20, D20 YC04
Palmerstown Avenue
Palmerstown
Dublin
D20",03-Oct-24,"€ 490,000"
"14 Kylemore Wood, Kylewood, Killiney
Kylemore Wood
Kylewood
Killiney
Dublin",03-Oct-24,"€ 759,999"
"15 Greenwood Drive, Kinsealy, Co.Dublin
Greenwood Drive
Kinsealy
Dublin",03-Oct-24,"€ 895,000"
"15 THE MILL, WEAVERS SQ, THE COOMBE, D08 R262
The Mill
Weavers Square
The Coombe
Dublin
D08",03-Oct-24,"€ 258,000"
"16 HEATHFIELD WALK, CAPPAGH ROAD, FINGLAS, D11 ETY2
Heathfield Walk
Cappagh Road
Finglas
Dublin
D11",03-Oct-24,"€ 405,000"
"18 ABBOTTS HILL, MALAHIDE, DUBLIN, K36 PX60
Abbotts Hill
Malahide
Dublin
K36",03-Oct-24,"€ 1,850,000"
"18 NEWCASTLE MANOR CRESCENT, NEWCASTLE, DUBLIN, D22 W950
Newcastle Manor Crescent
Newcastle
Dublin
D22",03-Oct-24,"€ 375,000"
"19 Parkleigh View, Seven Mills, Clonburris
Parkleigh View
Seven Mills
Clonburris
Dublin",03-Oct-24,"€ 485,000"
"1B BELARMINE DR, STEPASIDE, DUBLIN 18, D18 XY81
Belarmine Drive
Stepaside
Dublin
D18",03-Oct-24,"€ 415,000"
"2 BREHON COURT, HAROLDS GRANGE ROAD, RATHFARNHAM, D16 N6T4
Brehon Court
Harolds Grange Road
Rathfarnham
Dublin
D16",03-Oct-24,"€ 665,000"
"202 KINCORA ROAD, CLONTARF, DUBLIN 3, D03 E5X9
Kincora Road
Clontarf
Dublin
D03",03-Oct-24,"€ 965,000"
"21 LORCAN GREEN, SANTRY, DUBLIN 9, D09 DR90
Lorcan Green
Santry
Dublin
D09",03-Oct-24,"€ 670,000"
"21 The Courtyard, Kilmartin Grove, Hollystown
The Courtyard
Kilmartin Grove
Hollystown
Dublin",03-Oct-24,"€ 479,999"
"22 GROVE PARK CRESCENT, GLASNEVIN, DUBLIN 11, D11 NX78
Grove Park Crescent
Glasnevin
Dublin
D11",03-Oct-24,"€ 412,000"
"22 RAVENSDALE DR, KIMMAGE, DUBLIN 12, D12 NX39
Ravensdale Drive
Kimmage
Dublin
D12",03-Oct-24,"€ 825,000"
"23 TURVEY WOODS, DONABATE, DUBLIN, K36 A326
Turvey Woods
Donabate
Dublin
K36",03-Oct-24,"€ 242,000"
"24 MARLMOUNT CLOSE, OLD DUBLIN ROAD, DUNDALK
Marlmount Close
Old Road
Dundalk
Louth",03-Oct-24,"€ 425,000"
"25 CLYDE COURT, CLYDE RD, BALLSBRIDGE DUBLIN 4, D04 A580
Clyde Court
Clyde Road
Dublin
D04",03-Oct-24,"€ 770,000"
"28 MAYFIELD RD EAST, TERENURE, DUBLIN 6W, D6W XN56
Mayfield Road East
Terenure
Dublin
D6W",03-Oct-24,"€ 1,450,000"
"28 Parkleigh Crescent, Seven Mills, Clonburris
Parkleigh Crescent
Seven Mills
Clonburris
Dublin",03-Oct-24,"€ 450,000"
"29 The Courtyard, Kilmartin Grove, Hollystown
The Courtyard
Kilmartin Grove
Hollystown
Dublin",03-Oct-24,"€ 525,000"
"3 CLOISTER GROVE, CARYSFORT AVE, BLACKROCK, A94 Y2Y3
Cloister Grove
Carysfort Avenue
Blackrock
Dublin
A94",03-Oct-24,"€ 735,000"
"3 The Avenue Kilmartin Grove, Hollystown Dublin 15
The Avenue Kilmartin Grove
Dublin",03-Oct-24,"€ 492,500"
"31 BROADFIELD CLOSE, BROADFIELD MANOR, RATHCOOLE, D24 XP28
Broadfield Close
Broadfield Manor
Rathcoole
Dublin
D24",03-Oct-24,"€ 280,000"
"32 Parkleigh Crescent, Seven Mills, Clonburris
Parkleigh Crescent
Seven Mills
Clonburris
Dublin",03-Oct-24,"€ 435,000"
"33 KIMMAGE GROVE, KIMMAGE RD LOWER, DUBLIN 6W, D6W XT57
Kimmage Grove
Kimmage Road Lower
Dublin
D6W",03-Oct-24,"€ 581,000"
